activo,fecha,direccion,patron,puntaje,resultado,precio_entrada,precio_cierre
SP500-OTC,1782048720,call,continuacion alcista simple,14,WIN,7569.751845,7571.847195
SP500-OTC,1782048780,call,continuacion alcista simple,14,WIN,7571.847195,7574.984405
SP500-OTC,1782048840,call,continuacion alcista simple,14,LOSS,7574.984405,7571.798765
SP500-OTC,1782048900,put,continuacion bajista simple,14,WIN,7571.798765,7568.373825
SP500-OTC,1782048960,put,continuacion bajista simple,14,WIN,7568.373825,7566.827395
SP500-OTC,1782049020,put,continuacion bajista simple,14,LOSS,7566.827395,7572.545605
SP500-OTC,1782049080,call,continuacion alcista simple,14,LOSS,7572.545605,7570.758365
SP500-OTC,1782049140,put,continuacion bajista simple,14,LOSS,7570.758365,7571.003505
SP500-OTC,1782049260,call,reaccion compradora simple,18,LOSS,7572.399785,7571.535705
SP500-OTC,1782049320,put,reaccion vendedora simple,18,WIN,7571.535705,7562.613065
SP500-OTC,1782049380,put,continuacion bajista simple,14,WIN,7562.613065,7559.392435
SP500-OTC,1782049440,put,continuacion bajista simple,14,LOSS,7559.392435,7564.140105
SP500-OTC,1782049500,call,continuacion alcista simple,14,LOSS,7564.140105,7561.602295
SP500-OTC,1782049560,put,continuacion bajista simple,14,LOSS,7561.602295,7564.491705
SP500-OTC,1782049620,call,continuacion alcista simple,14,LOSS,7564.491705,7563.706055
SP500-OTC,1782049740,put,continuacion bajista simple,14,LOSS,7560.458725,7560.918275
SP500-OTC,1782049920,put,continuacion bajista simple,14,WIN,7554.676765,7550.519355
SP500-OTC,1782049980,put,continuacion bajista simple,14,LOSS,7550.519355,7551.244795
SP500-OTC,1782050040,call,reaccion compradora simple,18,LOSS,7551.244795,7545.915115
SP500-OTC,1782050100,put,continuacion bajista simple,14,WIN,7545.915115,7545.493055
SP500-OTC,1782050220,call,continuacion alcista simple,14,LOSS,7547.893315,7543.202205
SP500-OTC,1782050280,put,continuacion bajista simple,14,WIN,7543.202205,7542.341915
SP500-OTC,1782050340,put,continuacion bajista simple,14,WIN,7542.341915,7540.615525
SP500-OTC,1782050400,put,continuacion bajista simple,14,LOSS,7540.615525,7544.716485
SP500-OTC,1782050460,call,continuacion alcista simple,14,WIN,7544.716485,7546.312725
SP500-OTC,1782050520,call,continuacion alcista simple,14,WIN,7546.312725,7548.468155
SP500-OTC,1782050580,call,continuacion alcista simple,14,WIN,7548.468155,7551.035035
SP500-OTC,1782050640,call,continuacion alcista simple,14,LOSS,7551.035035,7548.866525
SP500-OTC,1782050700,put,continuacion bajista simple,14,LOSS,7548.866525,7551.116025
SP500-OTC,1782050760,call,continuacion alcista simple,14,LOSS,7551.116025,7549.312165
SP500-OTC,1782050820,put,continuacion bajista simple,14,LOSS,7549.312165,7550.794265
SP500-OTC,1782050880,call,continuacion alcista simple,14,WIN,7550.794265,7558.730495
SP500-OTC,1782050940,call,continuacion alcista simple,14,WIN,7558.730495,7560.161815
SP500-OTC,1782051000,call,continuacion alcista simple,14,LOSS,7560.161815,7559.281335
SP500-OTC,1782051060,put,reaccion vendedora simple,18,WIN,7559.281335,7556.240235
SP500-OTC,1782051120,put,continuacion bajista simple,14,WIN,7556.240235,7555.003135
SP500-OTC,1782051180,put,continuacion bajista simple,14,WIN,7555.003135,7551.717725
SP500-OTC,1782051240,put,continuacion bajista simple,14,LOSS,7551.717725,7554.427695
SP500-OTC,1782051300,call,continuacion alcista simple,14,LOSS,7554.427695,7548.706855
SP500-OTC,1782051360,put,continuacion bajista simple,14,WIN,7548.706855,7546.617895
SP500-OTC,1782051420,put,continuacion bajista simple,14,WIN,7546.617895,7541.803235
SP500-OTC,1782051480,put,continuacion bajista simple,14,WIN,7541.803235,7537.814855
SP500-OTC,1782051540,put,continuacion bajista simple,14,LOSS,7537.814855,7543.323645
SP500-OTC,1782051600,call,continuacion alcista simple,14,LOSS,7543.323645,7539.416755
SP500-OTC,1782051660,put,continuacion bajista simple,14,WIN,7539.416755,7536.593075
SP500-OTC,1782051720,put,continuacion bajista simple,14,LOSS,7536.593075,7541.377515
SP500-OTC,1782051780,call,continuacion alcista simple,14,WIN,7541.377515,7545.346745
SP500-OTC,1782051840,call,continuacion alcista simple,14,LOSS,7545.346745,7544.747315
SP500-OTC,1782051960,put,continuacion bajista simple,14,LOSS,7543.325645,7544.313785
SP500-OTC,1782052020,call,continuacion alcista simple,14,LOSS,7544.313785,7540.953455
SP500-OTC,1782052080,put,continuacion bajista simple,14,LOSS,7540.953455,7545.899065
SP500-OTC,1782052140,call,continuacion alcista simple,14,LOSS,7545.899065,7542.114035
SP500-OTC,1782052200,put,continuacion bajista simple,14,WIN,7542.114035,7541.880465
SP500-OTC,1782052320,call,continuacion alcista simple,14,LOSS,7543.733715,7540.668065
SP500-OTC,1782052380,put,continuacion bajista simple,14,LOSS,7540.668065,7543.257225
SP500-OTC,1782052440,call,continuacion alcista simple,14,WIN,7543.257225,7546.599565
SP500-OTC,1782052500,call,continuacion alcista simple,14,WIN,7546.599565,7548.538715
SP500-OTC,1782052560,call,continuacion alcista simple,14,LOSS,7548.538715,7547.606255
SP500-OTC,1782052620,put,continuacion bajista simple,14,WIN,7547.606255,7546.213025
SP500-OTC,1782052680,put,reaccion vendedora simple,18,WIN,7546.213025,7544.185795
SP500-OTC,1782052740,put,reaccion vendedora simple,18,LOSS,7544.185795,7545.804775
SP500-OTC,1782052800,call,reaccion compradora simple,18,LOSS,7545.804775,7544.628925
SP500-OTC,1782052860,put,continuacion bajista simple,14,LOSS,7544.628925,7545.038285
SP500-OTC,1782052980,call,continuacion alcista simple,14,LOSS,7551.616075,7548.150925
SP500-OTC,1782053040,put,continuacion bajista simple,14,WIN,7548.150925,7547.408035
SP500-OTC,1782053160,call,continuacion alcista simple,14,WIN,7550.315205,7557.101175
SP500-OTC,1782053220,call,continuacion alcista simple,14,LOSS,7557.101175,7552.882785
SP500-OTC,1782053280,put,continuacion bajista simple,14,WIN,7552.882785,7550.246395
SP500-OTC,1782053340,put,continuacion bajista simple,14,WIN,7550.246395,7546.177225
SP500-OTC,1782053400,put,continuacion bajista simple,14,LOSS,7546.177225,7548.080055
SP500-OTC,1782053460,call,continuacion alcista simple,14,WIN,7548.080055,7548.443825
SP500-OTC,1782053580,put,reaccion vendedora simple,18,LOSS,7547.237845,7549.028815
SP500-OTC,1782053640,call,continuacion alcista simple,14,WIN,7549.028815,7549.613835
SP500-OTC,1782053700,call,reaccion compradora simple,18,WIN,7549.613835,7549.670305
SP500-OTC,1782053820,call,reaccion compradora simple,18,LOSS,7550.299725,7545.075605
SP500-OTC,1782053880,put,continuacion bajista simple,14,WIN,7545.075605,7543.030815
SP500-OTC,1782053940,put,continuacion bajista simple,14,LOSS,7543.030815,7547.241475
SP500-OTC,1782054000,call,continuacion alcista simple,14,WIN,7547.241475,7547.279955
SP500-OTC,1782054120,call,continuacion alcista simple,14,LOSS,7548.520715,7548.374055
SP500-OTC,1782054240,call,continuacion alcista simple,14,LOSS,7552.053235,7549.098585
SP500-OTC,1782054300,put,continuacion bajista simple,14,WIN,7549.098585,7546.203645
SP500-OTC,1782054360,put,continuacion bajista simple,14,LOSS,7546.203645,7546.484555
SP500-OTC,1782054480,put,continuacion bajista simple,14,WIN,7543.514835,7541.276925
SP500-OTC,1782054540,put,continuacion bajista simple,14,WIN,7541.276925,7541.261295
SP500-OTC,1782054660,call,continuacion alcista simple,14,WIN,7544.027965,7545.965865
SP500-OTC,1782054720,call,continuacion alcista simple,14,WIN,7545.965865,7548.243065
SP500-OTC,1782054780,call,continuacion alcista simple,14,WIN,7548.243065,7552.078115
SP500-OTC,1782054840,call,continuacion alcista simple,14,LOSS,7552.078115,7547.820835
SP500-OTC,1782054900,put,continuacion bajista simple,14,LOSS,7547.820835,7548.536945
SP500-OTC,1782055020,call,continuacion alcista simple,14,LOSS,7551.767125,7549.375475
SP500-OTC,1782055080,put,continuacion bajista simple,14,WIN,7549.375475,7548.900285
SP500-OTC,1782055200,call,continuacion alcista simple,14,LOSS,7552.332095,7550.805225
SP500-OTC,1782055260,put,continuacion bajista simple,14,WIN,7550.805225,7549.901295
SP500-OTC,1782055380,put,continuacion bajista simple,14,LOSS,7544.135225,7547.575295
SP500-OTC,1782055440,call,continuacion alcista simple,14,WIN,7547.575295,7551.280685
SP500-OTC,1782055500,call,continuacion alcista simple,14,WIN,7551.280685,7554.262845
SP500-OTC,1782055560,call,continuacion alcista simple,14,WIN,7554.262845,7557.321805
SP500-OTC,1782055620,call,continuacion alcista simple,14,WIN,7557.321805,7560.637255
SP500-OTC,1782055680,call,continuacion alcista simple,14,WIN,7560.637255,7562.940115
SP500-OTC,1782055740,call,continuacion alcista simple,14,LOSS,7562.940115,7562.514735
SP500-OTC,1782055920,put,continuacion bajista simple,14,LOSS,7558.103845,7561.595655
SP500-OTC,1782055980,call,continuacion alcista simple,14,LOSS,7561.595655,7558.003095
SP500-OTC,1782056040,put,continuacion bajista simple,14,LOSS,7558.003095,7558.125845
SP500-OTC,1782056160,call,continuacion alcista simple,14,WIN,7561.471995,7565.823115
SP500-OTC,1782056220,call,continuacion alcista simple,14,WIN,7565.823115,7568.039825
SP500-OTC,1782056280,call,continuacion alcista simple,14,WIN,7568.039825,7571.094115
SP500-OTC,1782056340,call,continuacion alcista simple,14,LOSS,7571.094115,7571.037595
SP500-OTC,1782056520,put,continuacion bajista simple,14,WIN,7568.691565,7565.892065
SP500-OTC,1782056580,put,continuacion bajista simple,14,LOSS,7565.892065,7566.682315
SP500-OTC,1782056760,call,continuacion alcista simple,14,LOSS,7569.775845,7568.267785
SP500-OTC,1782056820,put,reaccion vendedora simple,18,WIN,7568.267785,7566.945225
SP500-OTC,1782056880,put,reaccion vendedora simple,18,WIN,7566.945225,7561.014485
SP500-OTC,1782056940,put,continuacion bajista simple,14,LOSS,7561.014485,7562.646665
SP500-OTC,1782057000,call,continuacion alcista simple,14,WIN,7562.646665,7565.291965
SP500-OTC,1782057060,call,continuacion alcista simple,14,WIN,7565.291965,7567.044505
SP500-OTC,1782057120,call,continuacion alcista simple,14,WIN,7567.044505,7569.191525
SP500-OTC,1782057180,call,continuacion alcista simple,14,LOSS,7569.191525,7568.085935
SP500-OTC,1782057300,call,continuacion alcista simple,14,LOSS,7570.740375,7568.148165
SP500-OTC,1782057360,put,continuacion bajista simple,14,LOSS,7568.148165,7570.432745
SP500-OTC,1782057420,call,continuacion alcista simple,14,LOSS,7570.432745,7567.863705
SP500-OTC,1782057480,put,continuacion bajista simple,14,LOSS,7567.863705,7571.669165
SP500-OTC,1782057540,call,continuacion alcista simple,14,WIN,7571.669165,7571.765075
SP500-OTC,1782057660,put,continuacion bajista simple,14,LOSS,7569.755615,7570.642465
SP500-OTC,1782057720,call,continuacion alcista simple,14,WIN,7570.642465,7572.208235
SP500-OTC,1782057780,call,continuacion alcista simple,14,WIN,7572.208235,7572.579665
SP500-OTC,1782057900,call,continuacion alcista simple,14,WIN,7574.451355,7577.415205
SP500-OTC,1782057960,call,continuacion alcista simple,14,WIN,7577.415205,7580.889305
SP500-OTC,1782058020,call,continuacion alcista simple,14,WIN,7580.889305,7582.801455
SP500-OTC,1782058080,call,continuacion alcista simple,14,WIN,7582.801455,7585.837405
SP500-OTC,1782058140,call,continuacion alcista simple,14,WIN,7585.837405,7590.084855
SP500-OTC,1782058200,call,continuacion alcista simple,14,WIN,7590.084855,7592.802815
SP500-OTC,1782058260,call,continuacion alcista simple,14,WIN,7592.802815,7596.142835
SP500-OTC,1782058320,call,continuacion alcista simple,14,WIN,7596.142835,7597.128675
SP500-OTC,1782058380,call,continuacion alcista simple,14,LOSS,7597.128675,7596.049305
SP500-OTC,1782058440,put,continuacion bajista simple,14,WIN,7596.049305,7595.582935
SP500-OTC,1782058560,put,continuacion bajista simple,14,WIN,7593.782195,7590.183555
SP500-OTC,1782058620,put,continuacion bajista simple,14,LOSS,7590.183555,7591.016095
SP500-OTC,1782058740,call,continuacion alcista simple,14,WIN,7592.045585,7593.129445
SP500-OTC,1782058800,call,continuacion alcista simple,14,LOSS,7593.129445,7592.845785
SP500-OTC,1782058920,put,reaccion vendedora simple,18,WIN,7591.729265,7591.080625
SP500-OTC,1782059040,call,continuacion alcista simple,14,WIN,7594.586365,7595.450655
SP500-OTC,1782059100,call,reaccion compradora simple,18,WIN,7595.450655,7598.577365
SP500-OTC,1782059160,call,continuacion alcista simple,14,WIN,7598.577365,7601.644875
SP500-OTC,1782059220,call,continuacion alcista simple,14,LOSS,7601.644875,7599.352575
SP500-OTC,1782059280,put,continuacion bajista simple,14,WIN,7599.352575,7596.036825
SP500-OTC,1782059340,put,continuacion bajista simple,14,WIN,7596.036825,7595.172995
SP500-OTC,1782059520,put,continuacion bajista simple,14,WIN,7588.821815,7588.563595
SP500-OTC,1782059640,call,continuacion alcista simple,14,WIN,7590.916425,7595.844175
SP500-OTC,1782059700,call,continuacion alcista simple,14,WIN,7595.844175,7598.648385
SP500-OTC,1782059760,call,continuacion alcista simple,14,WIN,7598.648385,7600.684125
SP500-OTC,1782059820,call,continuacion alcista simple,14,WIN,7600.684125,7600.861455
SP500-OTC,1782060000,call,continuacion alcista simple,14,WIN,7601.453025,7602.724205
SP500-OTC,1782060060,call,reaccion compradora simple,18,LOSS,7602.724205,7600.715605
SP500-OTC,1782060120,put,continuacion bajista simple,14,WIN,7600.715605,7598.786445
SP500-OTC,1782060180,put,continuacion bajista simple,14,WIN,7598.786445,7598.677205
SP500-OTC,1782060300,put,continuacion bajista simple,14,LOSS,7597.309575,7597.792055
SP500-OTC,1782060360,call,reaccion compradora simple,18,WIN,7597.792055,7601.513225
SP500-OTC,1782060420,call,continuacion alcista simple,14,LOSS,7601.513225,7599.950445
SP500-OTC,1782060480,put,continuacion bajista simple,14,WIN,7599.950445,7599.631665
SP500-OTC,1782060660,put,continuacion bajista simple,14,WIN,7597.807915,7595.725435
SP500-OTC,1782060720,put,continuacion bajista simple,14,LOSS,7595.725435,7596.813255
SP500-OTC,1782060780,call,reaccion compradora simple,18,LOSS,7596.813255,7595.254035
SP500-OTC,1782060840,put,continuacion bajista simple,14,WIN,7595.254035,7592.098175
SP500-OTC,1782060900,put,continuacion bajista simple,14,WIN,7592.098175,7590.192195
SP500-OTC,1782060960,put,continuacion bajista simple,14,LOSS,7590.192195,7595.788395
SP500-OTC,1782061020,call,continuacion alcista simple,14,LOSS,7595.788395,7592.702765
SP500-OTC,1782061080,put,continuacion bajista simple,14,WIN,7592.702765,7591.973165
SP500-OTC,1782061140,put,reaccion vendedora simple,18,LOSS,7591.973165,7594.385285
SP500-OTC,1782061200,call,continuacion alcista simple,14,LOSS,7594.385285,7591.820195
SP500-OTC,1782061260,put,continuacion bajista simple,14,LOSS,7591.820195,7592.915315
SP500-OTC,1782061320,call,reaccion compradora simple,18,WIN,7592.915315,7593.989845
SP500-OTC,1782061380,call,continuacion alcista simple,14,LOSS,7593.989845,7589.566105
SP500-OTC,1782061440,put,continuacion bajista simple,14,WIN,7589.566105,7587.792315
SP500-OTC,1782061500,put,continuacion bajista simple,14,WIN,7587.792315,7584.250775
SP500-OTC,1782061560,put,continuacion bajista simple,14,LOSS,7584.250775,7588.442985
SP500-OTC,1782061620,call,continuacion alcista simple,14,WIN,7588.442985,7588.881695
SP500-OTC,1782061740,call,continuacion alcista simple,14,WIN,7593.949045,7594.921905
SP500-OTC,1782061800,call,continuacion alcista simple,14,WIN,7594.921905,7595.713125
SP500-OTC,1782061920,put,continuacion bajista simple,14,WIN,7593.247715,7592.626955
SP500-OTC,1782062040,put,continuacion bajista simple,14,WIN,7585.775815,7583.989585
SP500-OTC,1782062100,put,continuacion bajista simple,14,LOSS,7583.989585,7586.115565
SP500-OTC,1782062160,call,continuacion alcista simple,14,LOSS,7586.115565,7585.529825
SP500-OTC,1782062280,put,reaccion vendedora simple,18,WIN,7584.046605,7575.874525
SP500-OTC,1782062340,put,continuacion bajista simple,14,WIN,7575.874525,7571.465675
SP500-OTC,1782062400,put,continuacion bajista simple,14,LOSS,7571.465675,7574.773115
SP500-OTC,1782062460,call,continuacion alcista simple,14,LOSS,7574.773115,7573.837895
SP500-OTC,1782062580,call,continuacion alcista simple,14,LOSS,7577.751255,7577.682495
SP500-OTC,1782062700,put,continuacion bajista simple,14,LOSS,7573.621005,7575.206715
SP500-OTC,1782062760,call,continuacion alcista simple,14,WIN,7575.206715,7580.762565
SP500-OTC,1782062820,call,continuacion alcista simple,14,WIN,7580.762565,7586.088785
SP500-OTC,1782062880,call,continuacion alcista simple,14,WIN,7586.088785,7586.149095
SP500-OTC,1782063000,call,continuacion alcista simple,14,WIN,7594.040435,7595.605155
SP500-OTC,1782063060,call,continuacion alcista simple,14,WIN,7595.605155,7599.049125
SP500-OTC,1782063120,call,continuacion alcista simple,14,LOSS,7599.049125,7598.709745
SP500-OTC,1782063240,call,continuacion alcista simple,14,LOSS,7602.505525,7600.096845
SP500-OTC,1782063300,put,continuacion bajista simple,14,WIN,7600.096845,7599.607055
SP500-OTC,1782063420,put,continuacion bajista simple,14,WIN,7597.005625,7594.802185
SP500-OTC,1782063480,put,continuacion bajista simple,14,WIN,7594.802185,7592.758235
SP500-OTC,1782063540,put,reaccion vendedora simple,18,WIN,7592.758235,7592.027575
SP500-OTC,1782063660,call,continuacion alcista simple,14,WIN,7593.815105,7594.791085
SP500-OTC,1782063720,call,reaccion compradora simple,18,WIN,7594.791085,7598.587965
SP500-OTC,1782063780,call,continuacion alcista simple,14,LOSS,7598.587965,7598.119925
SP500-OTC,1782063960,call,continuacion alcista simple,14,WIN,7599.122235,7599.700005
SP500-OTC,1782064080,call,continuacion alcista simple,14,LOSS,7602.102385,7597.798705
SP500-OTC,1782064140,put,continuacion bajista simple,14,LOSS,7597.798705,7599.620595
SP500-OTC,1782064200,call,continuacion alcista simple,14,WIN,7599.620595,7601.219665
SP500-OTC,1782064260,call,continuacion alcista simple,14,WIN,7601.219665,7603.082275
SP500-OTC,1782064320,call,continuacion alcista simple,14,WIN,7603.082275,7604.092845
SP500-OTC,1782064380,call,continuacion alcista simple,14,LOSS,7604.092845,7599.464375
SP500-OTC,1782064440,put,continuacion bajista simple,14,WIN,7599.464375,7597.531745
SP500-OTC,1782064500,put,continuacion bajista simple,14,LOSS,7597.531745,7598.958385
SP500-OTC,1782064560,call,continuacion alcista simple,14,WIN,7598.958385,7602.549445
SP500-OTC,1782064620,call,continuacion alcista simple,14,WIN,7602.549445,7603.213545
SP500-OTC,1782064740,put,continuacion bajista simple,14,WIN,7601.123405,7599.341175
SP500-OTC,1782064800,put,continuacion bajista simple,14,LOSS,7599.341175,7600.302965
SP500-OTC,1782064860,call,reaccion compradora simple,18,WIN,7600.302965,7605.278455
SP500-OTC,1782064920,call,continuacion alcista simple,14,WIN,7605.278455,7606.681165
SP500-OTC,1782064980,call,continuacion alcista simple,14,LOSS,7606.681165,7603.499345
SP500-OTC,1782065040,put,continuacion bajista simple,14,LOSS,7603.499345,7610.651745
SP500-OTC,1782065100,call,continuacion alcista simple,14,LOSS,7610.651745,7608.216555
SP500-OTC,1782065160,put,continuacion bajista simple,14,WIN,7608.216555,7607.144865
SP500-OTC,1782065220,put,reaccion vendedora simple,18,LOSS,7607.144865,7607.791525
SP500-OTC,1782065280,call,reaccion compradora simple,18,LOSS,7607.791525,7604.363195
SP500-OTC,1782065340,put,continuacion bajista simple,14,LOSS,7604.363195,7604.959305
SP500-OTC,1782065400,call,continuacion alcista simple,14,LOSS,7604.959305,7602.314655
SP500-OTC,1782065460,put,continuacion bajista simple,14,LOSS,7602.314655,7605.228335
SP500-OTC,1782065520,call,continuacion alcista simple,14,LOSS,7605.228335,7602.366635
SP500-OTC,1782065580,put,continuacion bajista simple,14,LOSS,7602.366635,7604.377115
SP500-OTC,1782065640,call,continuacion alcista simple,14,WIN,7604.377115,7608.223285
SP500-OTC,1782065700,call,continuacion alcista simple,14,LOSS,7608.223285,7607.574765
SP500-OTC,1782065760,put,reaccion vendedora simple,18,WIN,7607.574765,7603.072995
SP500-OTC,1782065820,put,continuacion bajista simple,14,WIN,7603.072995,7600.803615
SP500-OTC,1782065880,put,continuacion bajista simple,14,WIN,7600.803615,7600.173725
SP500-OTC,1782065940,put,reaccion vendedora simple,18,WIN,7600.173725,7598.245935
SP500-OTC,1782066000,put,continuacion bajista simple,14,WIN,7598.245935,7594.402765
SP500-OTC,1782066060,put,continuacion bajista simple,14,LOSS,7594.402765,7594.818115
SP500-OTC,1782066240,call,continuacion alcista simple,14,WIN,7596.683605,7601.678175
SP500-OTC,1782066300,call,continuacion alcista simple,14,WIN,7601.678175,7602.030255
SP500-OTC,1782066420,put,continuacion bajista simple,14,LOSS,7599.917265,7600.732045
SP500-OTC,1782066480,call,reaccion compradora simple,18,WIN,7600.732045,7602.513145
SP500-OTC,1782066540,call,continuacion alcista simple,14,LOSS,7602.513145,7600.886525
SP500-OTC,1782066600,put,continuacion bajista simple,14,WIN,7600.886525,7599.482115
SP500-OTC,1782066660,put,continuacion bajista simple,14,WIN,7599.482115,7596.995215
SP500-OTC,1782066720,put,continuacion bajista simple,14,LOSS,7596.995215,7598.204745
SP500-OTC,1782066840,put,continuacion bajista simple,14,WIN,7596.580005,7595.286765
SP500-OTC,1782066900,put,reaccion vendedora simple,18,LOSS,7595.286765,7604.296675
SP500-OTC,1782066960,call,continuacion alcista simple,14,WIN,7604.296675,7609.302375
SP500-OTC,1782067020,call,continuacion alcista simple,14,WIN,7609.302375,7610.776025
SP500-OTC,1782067080,call,continuacion alcista simple,14,WIN,7610.776025,7619.806435
SP500-OTC,1782067140,call,continuacion alcista simple,14,WIN,7619.806435,7621.032555
SP500-OTC,1782067200,call,continuacion alcista simple,14,LOSS,7621.032555,7619.586025
SP500-OTC,1782067260,put,continuacion bajista simple,14,WIN,7619.586025,7619.024755
SP500-OTC,1782067380,call,continuacion alcista simple,14,WIN,7620.454985,7620.602555
SP500-OTC,1782067500,call,continuacion alcista simple,14,LOSS,7622.922995,7621.080215
SP500-OTC,1782067560,put,continuacion bajista simple,14,LOSS,7621.080215,7621.942185
SP500-OTC,1782067680,call,continuacion alcista simple,14,WIN,7625.071805,7625.480725
SP500-OTC,1782067740,call,reaccion compradora simple,18,WIN,7625.480725,7631.183945
SP500-OTC,1782067800,call,continuacion alcista simple,14,LOSS,7631.183945,7630.085895
SP500-OTC,1782067860,put,continuacion bajista simple,14,WIN,7630.085895,7624.073015
SP500-OTC,1782067920,put,continuacion bajista simple,14,WIN,7624.073015,7618.201145
SP500-OTC,1782067980,put,continuacion bajista simple,14,LOSS,7618.201145,7621.090525
SP500-OTC,1782068040,call,continuacion alcista simple,14,WIN,7621.090525,7625.081165
SP500-OTC,1782068100,call,continuacion alcista simple,14,LOSS,7625.081165,7619.883345
SP500-OTC,1782068160,put,continuacion bajista simple,14,WIN,7619.883345,7617.135495
SP500-OTC,1782068220,put,continuacion bajista simple,14,WIN,7617.135495,7615.721565
SP500-OTC,1782068280,put,continuacion bajista simple,14,LOSS,7615.721565,7620.075025
SP500-OTC,1782068340,call,continuacion alcista simple,14,WIN,7620.075025,7620.578615
SP500-OTC,1782068460,put,reaccion vendedora simple,18,WIN,7619.473085,7618.349245
SP500-OTC,1782068520,put,reaccion vendedora simple,18,WIN,7618.349245,7618.065665
SP500-OTC,1782068640,put,continuacion bajista simple,14,LOSS,7615.907765,7617.731685
SP500-OTC,1782068700,call,continuacion alcista simple,14,WIN,7617.731685,7618.567345
SP500-OTC,1782068820,put,reaccion vendedora simple,18,WIN,7617.724485,7614.694235
SP500-OTC,1782068880,put,continuacion bajista simple,14,LOSS,7614.694235,7617.673385
SP500-OTC,1782068940,call,continuacion alcista simple,14,LOSS,7617.673385,7617.224275
SP500-OTC,1782069120,put,continuacion bajista simple,14,LOSS,7614.933715,7615.980215
SP500-OTC,1782069180,call,reaccion compradora simple,18,LOSS,7615.980215,7612.258175
SP500-OTC,1782069240,put,continuacion bajista simple,14,LOSS,7612.258175,7612.927365
SP500-OTC,1782069360,call,continuacion alcista simple,14,WIN,7614.959125,7616.887805
SP500-OTC,1782069420,call,continuacion alcista simple,14,LOSS,7616.887805,7613.395445
SP500-OTC,1782069480,put,continuacion bajista simple,14,WIN,7613.395445,7613.300025
SP500-OTC,1782069600,call,continuacion alcista simple,14,LOSS,7615.166575,7613.478395
SP500-OTC,1782069660,put,continuacion bajista simple,14,WIN,7613.478395,7608.121865
SP500-OTC,1782069720,put,continuacion bajista simple,14,LOSS,7608.121865,7608.534025
SP500-OTC,1782069840,put,continuacion bajista simple,14,WIN,7602.308385,7600.373585
SP500-OTC,1782069900,put,continuacion bajista simple,14,LOSS,7600.373585,7604.199685
SP500-OTC,1782069960,call,continuacion alcista simple,14,LOSS,7604.199685,7603.503245
SP500-OTC,1782070140,call,continuacion alcista simple,14,LOSS,7611.210765,7607.966215
SP500-OTC,1782070200,put,continuacion bajista simple,14,WIN,7607.966215,7600.506105
SP500-OTC,1782070260,put,continuacion bajista simple,14,LOSS,7600.506105,7605.645555
SP500-OTC,1782070320,call,continuacion alcista simple,14,WIN,7605.645555,7608.427545
SP500-OTC,1782070380,call,continuacion alcista simple,14,LOSS,7608.427545,7607.437325
SP500-OTC,1782070440,put,reaccion vendedora simple,18,WIN,7607.437325,7606.210995
SP500-OTC,1782070500,put,continuacion bajista simple,14,WIN,7606.210995,7604.327945
SP500-OTC,1782070560,put,continuacion bajista simple,14,WIN,7604.327945,7600.958175
SP500-OTC,1782070620,put,continuacion bajista simple,14,WIN,7600.958175,7599.865635
SP500-OTC,1782070680,put,continuacion bajista simple,14,LOSS,7599.865635,7605.336125
SP500-OTC,1782070740,call,continuacion alcista simple,14,WIN,7605.336125,7606.014355
SP500-OTC,1782070860,call,continuacion alcista simple,14,LOSS,7609.368885,7607.462995
SP500-OTC,1782070920,put,continuacion bajista simple,14,LOSS,7607.462995,7607.625595
SP500-OTC,1782071040,call,continuacion alcista simple,14,WIN,7611.140215,7615.574395
SP500-OTC,1782071100,call,continuacion alcista simple,14,WIN,7615.574395,7615.642865
SP500-OTC,1782071160,call,continuacion alcista simple,14,LOSS,7615.642865,7615.537385
SP500-OTC,1782071280,put,continuacion bajista simple,14,WIN,7614.547165,7612.761575
SP500-OTC,1782071340,put,continuacion bajista simple,14,WIN,7612.761575,7612.037205
SP500-OTC,1782071400,put,reaccion vendedora simple,18,WIN,7612.037205,7605.928325
SP500-OTC,1782071460,put,continuacion bajista simple,14,LOSS,7605.928325,7609.309475
SP500-OTC,1782071520,call,continuacion alcista simple,14,WIN,7609.309475,7613.501115
SP500-OTC,1782071580,call,continuacion alcista simple,14,LOSS,7613.501115,7610.656125
SP500-OTC,1782071640,put,continuacion bajista simple,14,LOSS,7610.656125,7614.698965
SP500-OTC,1782071700,call,continuacion alcista simple,14,LOSS,7614.698965,7610.078085
SP500-OTC,1782071760,put,continuacion bajista simple,14,WIN,7610.078085,7607.789915
SP500-OTC,1782071820,put,continuacion bajista simple,14,WIN,7607.789915,7603.539925
SP500-OTC,1782071880,put,continuacion bajista simple,14,LOSS,7603.539925,7606.522655
SP500-OTC,1782071940,call,reaccion compradora simple,18,LOSS,7606.522655,7604.740895
SP500-OTC,1782072000,put,continuacion bajista simple,14,LOSS,7604.740895,7607.686935
SP500-OTC,1782072060,call,continuacion alcista simple,14,LOSS,7607.686935,7604.093275
SP500-OTC,1782072120,put,continuacion bajista simple,14,WIN,7604.093275,7602.642795
SP500-OTC,1782072180,put,continuacion bajista simple,14,LOSS,7602.642795,7602.965235
SP500-OTC,1782072300,call,continuacion alcista simple,14,WIN,7605.643025,7606.831135
SP500-OTC,1782072360,call,continuacion alcista simple,14,WIN,7606.831135,7610.703075
